business_name,sector,followers_count,post_date,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,sponsored,posting_hour,discount_percent,engagement,engagement_rate,like_rate,comment_rate,view_rate,view_engagement_rate,week,is_video,is_reel,posting_time_bin,caption_length_bin,hashtags_count_bin,emoji_count_bin,engagement_level,business_size_bin,high_engagement,high_view_rate,high_comment_rate
REXOS Café & Restaurant,Cafes/Restaurants,42000,1777852800000,Monday,1,reel,زوارنا الحلوين 😍 بكج الفطور متوفر يومياً بمطعم ريكسوس من الساعة 10:00 😌 منستناكم كل يوم ❤️,104,0,5,15.0,1,2100,Arabic,True,True,False,False,False,True,0,0,0,16.0,0.0003809524,0.0003571429,2.38095e-05,0.05,0.0076190476000000005,2026-05-04/2026-05-10,0,1,night,medium,none,many,low,medium,0,0,0
REXOS Café & Restaurant,Cafes/Restaurants,42000,1777680000000,Saturday,1,reel,😈 Diablo وصل… 😈 مشروب مجنون بين قوة الاسبريسو ونعومة الحليب 🔥 يصحي مزاجك قبل ما يصحى يومك جاهز للتحدي؟,118,0,6,5.0,0,365,Arabic,True,True,False,False,False,True,0,0,0,5.0,0.0001190476,0.0001190476,0.0,0.0086904762,0.013698630100000001,2026-04-27/2026-05-03,0,1,night,medium,none,many,low,medium,0,0,0
REXOS Café & Restaurant,Cafes/Restaurants,42000,1777507200000,Thursday,1,reel,"Rexos is not a moment, it’s a lifestyle — every day. 🫶❤️ 📍NABLUS-Rafedia,main street 📍 For reservation:0597600024📞☎️",138,0,6,50.0,3,35,English,True,True,True,False,False,False,0,0,0,53.0,0.0012619048,0.0011904762,7.142860000000001e-05,0.0008333333,1.5142857143000001,2026-04-27/2026-05-03,0,1,night,medium,none,many,medium,medium,0,0,0
REXOS Café & Restaurant,Cafes/Restaurants,42000,1777334400000,Tuesday,1,reel,أكيد الكل رجع عنا والو ذكريات حلوه بهاد المكان ❤️ عودو وارجعو ذكرياتكم لما منتحرك ومنستناكم ✨,99,0,3,11.0,0,1200,Arabic,False,False,False,False,False,True,0,0,0,11.0,0.00026190480000000003,0.00026190480000000003,0.0,0.0285714286,0.009166666700000001,2026-04-27/2026-05-03,0,1,night,medium,none,few,low,medium,0,0,0
REXOS Café & Restaurant,Cafes/Restaurants,42000,1777161600000,Sunday,1,reel,مطعم ريكسوس ❤️ جاهزين دايماً لجميع مناسباتكم ✨ موقعنا 📍 نابلس رفيديا مقابل بنك الاردن للحجز والتواصل : عن طريق رسائل الصفحة او على الرقم ☎️0597600024,172,0,5,14.0,1,1500,Arabic,True,True,True,False,False,True,0,0,0,15.0,0.0003571429,0.0003333333,2.38095e-05,0.0357142857,0.01,2026-04-20/2026-04-26,0,1,night,long,none,many,low,medium,0,0,0
REXOS Café & Restaurant,Cafes/Restaurants,42000,1776988800000,Friday,1,reel,ايس امريكانو يومياً وكمان كريم بورليه لذيذ 🤍✨❤️❤️❤️ صار متوفر فيكم تطلبووووو ❤️,90,0,7,13.0,0,1200,Arabic,True,True,False,False,False,True,0,0,0,13.0,0.0003095238,0.0003095238,0.0,0.0285714286,0.010833333300000001,2026-04-20/2026-04-26,0,1,night,medium,none,many,low,medium,0,0,0
REXOS Café & Restaurant,Cafes/Restaurants,42000,1776816000000,Wednesday,1,reel,زرتونا💐 احنا كل يوم فاتحين ومنستناكم من الساعة 10:00 صباحاً بالفرعين ❤️,78,0,2,4.0,1,761,Arabic,True,False,False,False,False,True,0,0,0,5.0,0.0001190476,9.52381e-05,2.38095e-05,0.0181190476,0.0065703022,2026-04-20/2026-04-26,0,1,night,medium,none,few,low,medium,0,0,0
REXOS Café & Restaurant,Cafes/Restaurants,42000,1776643200000,Monday,1,reel,مافي مبروك لسارة؟😅💐 المهم احجزووو لرمضانيات شهر رمضان ❤️,60,0,4,103.0,15,3900,Arabic,True,True,False,True,False,True,0,0,0,118.0,0.0028095238000000002,0.002452381,0.0003571429,0.09285714290000001,0.0302564103,2026-04-20/2026-04-26,0,1,night,short,none,many,medium,medium,0,0,1
REXOS Café & Restaurant,Cafes/Restaurants,42000,1776470400000,Saturday,1,reel,بصراحة مافي اشي اهم من الاكل؟ 😂💐,35,0,2,5600.0,20,8100,Arabic,False,False,False,False,False,True,0,0,0,5620.0,0.1338095238,0.1333333333,0.00047619050000000004,0.1928571429,0.6938271605,2026-04-13/2026-04-19,0,1,night,short,none,few,high,medium,1,0,1
REXOS Café & Restaurant,Cafes/Restaurants,42000,1776297600000,Thursday,1,reel,جد بنفع؟ 💐 احجزو مناسباتكم كل يوم ❤️,40,0,2,3.0,0,1100,Arabic,True,True,False,False,False,True,0,0,0,3.0,7.142860000000001e-05,7.142860000000001e-05,0.0,0.0261904762,0.0027272727,2026-04-13/2026-04-19,0,1,night,short,none,few,low,medium,0,0,0
REXOS Café & Restaurant,Cafes/Restaurants,42000,1776124800000,Tuesday,1,reel,احنا كل يوم فاتحين ومنستناكم على الافطارات 😍😌,49,0,2,5.0,0,4800,Arabic,True,True,False,True,False,True,0,0,0,5.0,0.0001190476,0.0001190476,0.0,0.11428571430000001,0.0010416667000000001,2026-04-13/2026-04-19,0,1,night,short,none,few,low,medium,0,0,0
REXOS Café & Restaurant,Cafes/Restaurants,42000,1775952000000,Sunday,1,reel,اليوم كان عنا افطار جماعي لموظفين الفرعين بمطعم ريكسوس❤️ حبينا نشارككم ✨ منستناكم دايماً✨,100,0,3,24.0,6,2400,Arabic,False,False,False,True,False,True,0,0,0,30.0,0.0007142857000000001,0.0005714286,0.0001428571,0.0571428571,0.0125,2026-04-06/2026-04-12,0,1,night,medium,none,few,medium,medium,0,0,1
REXOS Café & Restaurant,Cafes/Restaurants,42000,1775779200000,Friday,1,reel,زكا ما حكينا لكم فاتحين ومنستناكم على الفطور ❤️,48,0,1,15.0,0,2300,Arabic,True,True,False,True,False,True,0,0,0,15.0,0.0003571429,0.0003571429,0.0,0.054761904800000004,0.0065217391,2026-04-06/2026-04-12,0,1,night,short,none,few,low,medium,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1777248000000,Monday,1,post,تخيل طعم اللوز المحمص وهو يذوب مع الكراميل، وفي كل لقمة بتفاجئك نكهة الرهايب 😋 #فانيلا_اليوم_وكل_يوم,94,1,1,286.0,1,56000,Arabic,False,True,False,False,False,True,0,0,0,287.0,0.0020647482,0.002057554,7.1942000000000005e-06,0.4028776978,0.005124999999999999,2026-04-27/2026-05-03,0,0,night,medium,few,few,medium,large,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1773792000000,Wednesday,1,post,بوكس العائلة و الاصحاب 🥰 #عيدالفطرالمبارك #فانيلا_اليوم_وكل_يوم,71,2,1,20.0,0,56000,Arabic,False,True,False,True,False,True,0,0,0,20.0,0.0001438849,0.0001438849,0.0,0.4028776978,0.0003571429,2026-03-16/2026-03-22,0,0,night,medium,few,few,low,large,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1773705600000,Tuesday,1,post,لأجمل قلب… أمي ❤️ جهزنالكم تشكيلة قوالب مميزة ليوم الأم الحجز المسبق متاح الآن ✌🥰 #فانيلا_اليوم_وكل_يوم,112,1,3,530.0,5,56000,Arabic,True,True,False,False,False,True,0,0,0,535.0,0.0038489209000000003,0.0038129496,3.59712e-05,0.4028776978,0.0095535714,2026-03-16/2026-03-22,0,0,night,medium,few,few,medium,large,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1771372800000,Wednesday,1,post,هذا ما نقدمه لكم.. حلى رمضان النهائي ✌🌙,41,0,2,1000.0,6,56000,Arabic,False,True,False,True,False,True,0,0,0,1006.0,0.0072374101,0.0071942446,4.31655e-05,0.4028776978,0.017964285700000002,2026-02-16/2026-02-22,0,0,night,short,none,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1764979200000,Saturday,1,post,مزيج غريب وطعم عجيب 🍊❄️,25,0,2,515.0,8,56000,Arabic,False,False,False,False,False,True,0,0,0,523.0,0.0037625899,0.003705036,5.7554000000000005e-05,0.4028776978,0.0093392857,2025-12-01/2025-12-07,0,0,night,short,none,few,medium,large,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1762473600000,Friday,1,post,٣ مشاريب ديتوكسس زي ما بدكم 😭,30,0,1,42.0,2,56000,Arabic,False,False,False,False,False,True,0,0,0,44.0,0.0003165468,0.0003021583,1.4388500000000001e-05,0.4028776978,0.0007857143000000001,2025-11-03/2025-11-09,0,0,night,short,none,few,low,large,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1750723200000,Tuesday,1,post,Vanilla’s most loved French Toast.... فرنش توست المفضلة للجميع🥰 #VANILLA_Today_and_everyday #FrenchToastCup#vanilla,130,2,1,580.0,13,56000,English,False,True,False,False,False,False,0,0,0,593.0,0.0042661871,0.0041726619,9.35252e-05,0.4028776978,0.010589285700000001,2025-06-23/2025-06-29,0,0,night,medium,few,few,medium,large,0,0,1
Vanilla Palestine,Cafes/Restaurants,139000,1749254400000,Saturday,1,post,You Thought You Knew Coffee Right?... Think Again. قهوة الجلي اليابانية لأول مرة فقط في فانيلا #VANILLA_Today_and_everyday #dessert #vanilla_cake #japanese_jelly_coffee,188,4,0,1200.0,31,56000,English,False,True,False,False,False,False,0,0,0,1231.0,0.0088561151,0.008633093500000001,0.00022302160000000002,0.4028776978,0.0219821429,2025-06-02/2025-06-08,0,0,night,long,few,none,high,large,1,0,1
Vanilla Palestine,Cafes/Restaurants,139000,1748822400000,Monday,1,post,Like never before ... Premium Matcha is here 🍵😉 كأنك تستحق الانتظار #VANILLA_Today_and_everyday #dessert #vanilla_cake #matcha,145,4,2,1000.0,14,56000,English,False,True,False,False,False,False,0,0,0,1014.0,0.007294964,0.0071942446,0.00010071940000000001,0.4028776978,0.0181071429,2025-06-02/2025-06-08,0,0,night,long,few,few,high,large,1,0,1
Vanilla Palestine,Cafes/Restaurants,139000,1745798400000,Monday,1,post,مشروب جنجر توست مش بس جرب… رح يخرب فيك 😎😭 جربوه بجميع فروع فانيلا 🤩 #VANILLA_Today_and_everyday #ginger_Twist#vanilla #جنجر_توست,155,4,4,1200.0,3,56000,Arabic,True,True,False,False,False,True,0,0,0,1203.0,0.0086546763,0.008633093500000001,2.15827e-05,0.4028776978,0.0214821429,2025-04-28/2025-05-04,0,0,night,long,few,many,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1745366400000,Wednesday,1,post,Summer’s calling 📞 Grab your Yafa Refresher at VANILLA! 🍹☀️ #VANILLA_Today_and_everyday,99,1,3,1300.0,0,56000,English,True,True,False,False,False,False,0,0,0,1300.0,0.009352518,0.009352518,0.0,0.4028776978,0.0232142857,2025-04-21/2025-04-27,0,0,night,medium,few,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1742515200000,Friday,1,post,تناعم عجيب للنكهات اللذيذة.. 🍰 جربوا الآن سان سيبستيان تشيزكيك الجديدة من فانيلا😋 #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,146,2,3,4.0,1,56000,Arabic,True,True,False,False,False,True,0,0,0,5.0,3.59712e-05,2.8777000000000002e-05,7.1942000000000005e-06,0.4028776978,8.92857e-05,2025-03-17/2025-03-23,0,0,night,long,few,few,low,large,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1741996800000,Saturday,1,post,أمي.. كل عام وأنتِ أجمل نعمة 💜 هذا يومك، نقدّر وجودك بكل لحظة من فانيلا 🎂 الحجوزات عبر رسائل الصفحة 💌,114,0,4,44.0,4,56000,Arabic,True,True,False,False,False,True,0,0,0,48.0,0.0003453237,0.0003165468,2.8777000000000002e-05,0.4028776978,0.0008571429000000001,2025-03-10/2025-03-16,0,0,night,medium,none,many,low,large,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1741305600000,Friday,1,post,بوفيه الإفطار الرمضاني 🌙 في فانيلا - فرع الطيرة وفرع نابلس ⭐⭐⭐⭐⭐ للحجز: 022961179 #Ramadan2025 #RamadanKareem #VANILLA_Today_and_everyday #فانيلا_اليوم_وكل_يوم,189,4,6,963.0,6,56000,Arabic,True,True,True,True,False,True,0,0,0,969.0,0.006971223,0.0069280576,4.31655e-05,0.4028776978,0.017303571400000002,2025-03-03/2025-03-09,0,0,night,long,few,many,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1778198400000,Friday,1,reel,Freshly baked Every Morning 😊 #vanilla #فانيلا_اليوم_وكل_يوم,71,2,1,41.0,0,9300,English,False,False,False,False,False,False,0,0,0,41.0,0.00029496400000000004,0.00029496400000000004,0.0,0.0669064748,0.0044086022,2026-05-04/2026-05-10,0,1,night,medium,few,few,low,large,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1777939200000,Tuesday,1,reel,حاضر و ع بال معايير التوحد ✌🥰 #فانيلا,38,1,2,70.0,1,24000,Arabic,False,False,False,False,False,True,0,0,0,71.0,0.0005107914,0.0005035971,7.1942000000000005e-06,0.1726618705,0.0029583333,2026-05-04/2026-05-10,0,1,night,short,few,few,medium,large,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1777680000000,Saturday,1,reel,سعيدين جدًا توفروا القعدة المثالية والمساحة اللي بتجمعكم في فرع الطيرة. نتطلع دائمًا لاستقبالكم في مساحاتنا الخاصة VIP Space 🥰 #فانيلا_اليوم_وكل_يوم,166,1,1,1000.0,11,38000,Arabic,True,True,True,False,False,True,0,0,0,1011.0,0.0072733813,0.0071942446,7.91367e-05,0.273381295,0.0266052632,2026-04-27/2026-05-03,0,1,night,long,few,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1777420800000,Wednesday,1,reel,فرنش توست فانيلا 😋🔥 #فانيلا_اليوم_وكل_يوم #فرنش_توست,65,2,2,949.0,2,71000,Arabic,False,True,False,False,False,True,0,0,0,951.0,0.0068417266000000004,0.0068273381,1.4388500000000001e-05,0.5107913669,0.0133943662,2026-04-27/2026-05-03,0,1,night,medium,few,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1777161600000,Sunday,1,reel,كارميل كرانش كريم 😋😋😋 كيكة جديدة من فانيلا #فانيلا_اليوم_وكل_يوم,77,1,3,1600.0,3,100000,Arabic,False,True,False,False,False,True,0,0,0,1603.0,0.011532374100000001,0.011510791400000001,2.15827e-05,0.7194244604000001,0.016030000000000003,2026-04-20/2026-04-26,0,1,night,medium,few,few,high,large,1,1,0
Vanilla Palestine,Cafes/Restaurants,139000,1776902400000,Thursday,1,reel,Caramel Crunch Cream 🎂🥳 انعملت خصومي بمناسبة عيد ميلاد ياسمينا #فانيلا_اليوم_وكل_يوم,102,1,3,68.0,2,11000,English,False,True,False,False,False,True,0,0,0,70.0,0.0005035971,0.0004892086,1.4388500000000001e-05,0.0791366906,0.0063636364,2026-04-20/2026-04-26,0,1,night,medium,few,few,medium,large,0,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1776643200000,Monday,1,reel,ربيع بطريقة فانيلا 🌞🥰 #فانيلا_اليوم_وكل_يوم,52,1,2,918.0,3,49000,Arabic,False,False,False,False,False,True,0,0,0,921.0,0.0066258993,0.0066043165000000004,2.15827e-05,0.35251798560000003,0.0187959184,2026-04-20/2026-04-26,0,1,night,short,few,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1776470400000,Saturday,1,reel,مكانكم المفضل ❤️ #فانيلا_اليوم_وكل_يوم,45,1,1,1300.0,2,44000,Arabic,False,False,False,False,False,True,0,0,0,1302.0,0.009366906500000001,0.009352518,1.4388500000000001e-05,0.31654676260000003,0.0295909091,2026-04-13/2026-04-19,0,1,night,short,few,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1776211200000,Wednesday,1,reel,ربيع، شمس و فانيلا 🌞🌸🥰 #فانيلا_اليوم_وكل_يوم,54,1,3,864.0,1,56000,Arabic,False,False,False,False,False,True,0,0,0,865.0,0.006223021600000001,0.0062158273,7.1942000000000005e-06,0.4028776978,0.015446428600000001,2026-04-13/2026-04-19,0,1,night,short,few,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1775952000000,Sunday,1,reel,سعيد صباحكم من فانيلا 🌞🥰 #فانيلا_اليوم_وكل_يوم vanilla#,68,1,2,1200.0,2,56000,Arabic,False,False,False,False,False,True,0,0,0,1202.0,0.008647482,0.008633093500000001,1.4388500000000001e-05,0.4028776978,0.021464285700000002,2026-04-06/2026-04-12,0,1,night,medium,few,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1775692800000,Thursday,1,reel,٥ مشاريب بمناسبة فصل الربيع 🌸🌸😎 #فانيلا_اليوم_وكل_يوم,66,1,3,1800.0,2,67000,Arabic,False,True,False,False,False,True,0,0,0,1802.0,0.012964028800000001,0.0129496403,1.4388500000000001e-05,0.4820143885,0.0268955224,2026-04-06/2026-04-12,0,1,night,medium,few,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1775433600000,Monday,1,reel,The New Very Chocolate Cake 😊😋😋,38,0,3,1500.0,2,98000,English,False,True,False,False,False,False,0,0,0,1502.0,0.0108057554,0.0107913669,1.4388500000000001e-05,0.7050359712000001,0.0153265306,2026-04-06/2026-04-12,0,1,night,short,none,few,high,large,1,1,0
Vanilla Palestine,Cafes/Restaurants,139000,1775174400000,Friday,1,reel,فانيلا بجانب فيكم فرع الطيرة 🫶🫶 #فانيلا_اليوم_وكل_يوم,63,1,2,1600.0,5,56000,Arabic,False,False,True,False,False,True,0,0,0,1605.0,0.0115467626,0.011510791400000001,3.59712e-05,0.4028776978,0.0286607143,2026-03-30/2026-04-05,0,1,night,medium,few,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1774915200000,Tuesday,1,reel,اليوم عزة الفلسطينية والكرامة على رؤوسنا ورأس العالم، فانيلا بتقدم لكن المحبة بكل فخر 🥰🙏,96,0,2,811.0,8,94000,Arabic,False,False,False,False,True,True,0,0,0,819.0,0.0058920863,0.0058345324,5.7554000000000005e-05,0.6762589928,0.008712766,2026-03-30/2026-04-05,0,1,night,medium,none,few,high,large,1,0,0
Vanilla Palestine,Cafes/Restaurants,139000,1774656000000,Saturday,1,reel,اكبر كمية كوكيز 🍪🥰 #فانيلا_اليوم_وكل_يوم #ramadankareem #كوكيز,74,3,2,109.0,0,355000,Arabic,False,True,False,True,False,True,0,0,0,109.0,0.0007841727,0.0007841727,0.0,2.5539568345,0.0003070423,2026-03-23/2026-03-29,0,1,night,medium,few,few,medium,large,0,1,0
Wakeup coffee,Cafes/Restaurants,18000,1778198400000,Friday,1,post,Milano Beef Sandwich 🔥 An Italian-inspired cold sandwich that makes every bite feel like a new level of flavor 😊,116,0,2,0.0,0,916,English,False,True,False,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.050888888900000005,0.0,2026-05-04/2026-05-10,0,0,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1778025600000,Wednesday,1,post,"A whole new section just landed at WakeUp 🔥 Cold Sandwiches — fresh vibes, light bites, and flavors that hit different 🥪",126,0,2,0.0,0,916,English,False,True,False,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.050888888900000005,0.0,2026-05-04/2026-05-10,0,0,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1777334400000,Tuesday,1,post,"Not your ordinary salad 🥗✨ Grilled halloumi, fresh flavors, and every bite full of goodness.",98,0,2,1.0,0,916,English,False,True,False,False,False,False,0,0,0,1.0,5.55556e-05,5.55556e-05,0.0,0.050888888900000005,0.0010917031000000001,2026-04-27/2026-05-03,0,0,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1777075200000,Saturday,1,post,"Fresh veggies, rich cheese, and authentic Italian taste in every bite. 🇮🇹❤️",80,0,2,1.0,0,916,English,False,True,False,False,False,False,0,0,0,1.0,5.55556e-05,5.55556e-05,0.0,0.050888888900000005,0.0010917031000000001,2026-04-20/2026-04-26,0,0,night,medium,none,few,low,medium,0,0,0
Wakeup coffee,Cafes/Restaurants,18000,1776729600000,Tuesday,1,post,"One bite of San Sebastián, and the mood changes 😍 instantly",62,0,1,0.0,0,916,English,False,True,False,False,False,False,0,0,0,0.0,0.0,0.0,0.0,0.050888888900000005,0.0,2026-04-20/2026-04-26,0,0,night,medium,none,few,low,medium,0,0,0
